ma_tin,tieu_de,loai_hinh,gia,dien_tich,so_phong_ngu,so_tang,huong_nha,tinh_thanh,quan_huyen,phuong_xa,tinh_trang_phap_ly,ngay_dang,ten_moi_gioi_san,nguon,khu_vuc,dia_diem,mo_ta,nguoi_dang,thoi_gian_dang,so_phong,url
46029828,Bán căn hộ 161m² tầng đẹp nổi bật view nhìn toàn thành phố block A2,can_ho_chung_cu,"4,6 tỷ",161m²,,,đông,,Quận 7 (P. Tân Mỹ mới),P. Tân Mỹ mới,,08/09/2026,,batdongsan.com.vn,Quận 7 (P. Tân Mỹ mới),,"Bán căn hộ 161m² tầng đẹp nổi bật view nhìn toàn thành phố block A2 4,6 tỷ · 161 m² · 28,57 tr/m² Quận 7 (P. Tân Mỹ mới) Giá bán: 4,6 tỷ.Căn hộ diện tích lớn với không gian sống lý tưởng cho gia đình đông thành viên cần sự riêng tư và thoải mái.Thông tin căn hộ:Block A2Diện tích: 161m².3 phòng ngủ 4 WC.1 phòng giặt & phơi riêng.1 phòng gia nhân.1 kho chứa đồ.1 Logia thoáng mát.Nội thất cơ bản.Nhà trống dễ dàng thiết kế theo phong cách riêng.Tiện ích nội khu:Hồ bơi, công viên ven sông, khu vui chơi trẻ em.Siêu thị, trường học quốc tế, gym, spa.Khu dân cư an ninh 24/... Đăng 1 tuần trước",,08/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-phu-my-9-the-era-town/ban-161m2-tang-ep-nhat-block-a2-pr46029828
46151992,"Essensia Sky 2PN 5,3 tỷ - 0904 133 ***",can_ho_chung_cu,"5,3 tỷ",74 m²,2,,Nam,,,,,08/09/2026,,batdongsan.com.vn,,,"Essensia Sky 2PN 5,3 tỷ - 0904 133 *** 5,3 tỷ · 74 m² · 71,62 tr/m² · 2 · 2 H. Nhà Bè (X. Nhà Bè mới) Bán căn hộ Essensia Sky 2PN | Giá chỉ 5,3 tỷ Dự án: Essensia Sky Nguyễn Hữu Thọ, Nam Sài Gòn. Diện tích: 74 m. Thiết kế: 2 phòng ngủ 2 phòng vệ sinh. Ban công thoáng, đón gió và ánh sáng tự nhiên. Nội thất cơ bản từ chủ đầu tư, thiết kế hiện đại. Em 0904 133 *** Đăng 1 tuần trước",,08/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huu-tho-xa-phuoc-kieng-essensia-sky/essesnsia-2pn-5-3-ty-pr46151992
44963274,"Bán gấp CC 2PN giá tốt tại Essensia Sky, Nguyễn Hữu Thọ, Nhà Bè, 5,850 tỷ, 74m2",can_ho_chung_cu,"5,850 tỷ",74 m²,2,,Đông Bắc,Hồ Chí Minh,,xã Phước Kiển,,08/09/2026,,batdongsan.com.vn,,,"Bán gấp CC 2PN giá tốt tại Essensia Sky, Nguyễn Hữu Thọ, Nhà Bè, 5,850 tỷ, 74m2 5,85 tỷ · 74 m² · 79,05 tr/m² · 2 · 2 H. Nhà Bè (X. Nhà Bè mới) Chung cư Essensia Sky nằm ở đường Nguyễn Hữu Thọ, xã Phước Kiển, huyện Nhà Bè, Hồ Chí Minh, với diện tích 74 và 2PN, 2WC. Giá bán là 5,850tỷ VND. Thiết kế hiện đại với ban công Đông Bắc, cửa chính Tây Nam. Nội thất full với các đồ dùng cần thiết.Nổi bật với tiện ích 4.0, hồ bơi tràn phong cách Nhật Bản, phòng gym/spa, khu BBQ, và an ninh 24/24.Địa điểm tiện ích xung quanh liền kề PMH. - Trường mầm non Midori Dragon Hill. - Bệnh viện đa khoa Nhà B... Đăng 1 tuần trước",,08/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huu-tho-xa-phuoc-kieng-essensia-sky/ban-gap-cc-2pn-gia-tot-tai-nha-be-5-9-ty-80m2-pr44963274
43561142,"Bán căn hộ 3PN, 2WC, 116m2, giá 8.3 tỷ tại Essensia Sky, Phước Kiển, Nhà Bè, HCM",can_ho_chung_cu,8.3 tỷ,116 m²,3,,Nam,Hồ Chí Minh,,,,08/09/2026,Lê Thanh Bằng,batdongsan.com.vn,,,"Bán căn hộ 3PN, 2WC, 116m2, giá 8.3 tỷ tại Essensia Sky, Phước Kiển, Nhà Bè, HCM 8,3 tỷ · 116 m² · 71,55 tr/m² · 3 · 2 H. Nhà Bè (X. Nhà Bè mới) Căn hộ chung cư tại Essensia Sky, Nguyễn Hữu Thọ, Phước Kiển, Nhà Bè, Hồ Chí Minh tọa lạc ở vị trí đắc địa, mang đến không gian sống hiện đại, tiện nghi cho cư dân.- Điểm nổi bật: + 3PN + 2WC + bếp. + Diện tích: 116m². + Giá: 8.3 tỷ VND. + Hướng cửa chính: Nam, Hướng ban công: Đông. + Hiện tại đã xây xong phần thô, đã thanh toán 30% và đã ký HĐMB. Căn hộ được thiết kế thông minh, tối ưu hóa không gian sống, phù hợp cho các gia đình trẻ hoặc những... Lê Thanh Bằng Đăng 1 tuần trước",,08/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huu-tho-xa-phuoc-kieng-essensia-sky/ban-2pn-2wc-72-6m2-gia-5-4-ty-tai-kien-nha-be-hcm-pr43561142
45916418,"Bán căn (Essensia Sky). Nhà Bè, 9 tỷ (bao sổ 5%) 119,53m2, 3PN, 2WC Luân 0794 334 ***",can_ho_chung_cu,9 tỷ,"119,53 m²",3,,,Hồ Chí Minh,,xã Nhà Bè,,08/09/2026,,batdongsan.com.vn,,,"Bán căn (Essensia Sky). Nhà Bè, 9 tỷ (bao sổ 5%) 119,53m2, 3PN, 2WC Luân 0794 334 *** 9 tỷ · 119,53 m² · 75,3 tr/m² · 3 · 2 H. Nhà Bè (X. Nhà Bè mới) Căn hộ chung cư tại Essensia Sky, đường Nguyễn Hữu Thọ, xã Nhà Bè, Hồ Chí Minh (Nhà Bè, Hồ Chí Minh cũ) đang có mặt trên thị trường, với diện tích 119,53m², 3 phòng ngủ và 2 phòng tắm. Nội thất cơ bản, phù hợp với lối sống năng động của giới trẻ. Đặc biệt, căn hộ nằm trong dự án Essensia Sky, nơi mang đến không gian sống hiện đại, tiện nghi và đầy phong cách.Giá: 9tỷ VND- Thiết kế 2 tòa tháp, 424 căn hộ, 10 căn penhouse duplex. - Tiện ích 4.0, ba... Đăng 1 tuần trước",,08/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huu-tho-xa-phuoc-kieng-essensia-sky/dragon-hill-3-nam-sai-gon-nha-be-9-4-ty-119-53m2-3pn-2wc-luan-pr45916418
45991715,"Bán CC 2PN, 2WC chỉ với 6 tỷ tại Essensia Sky, Nguyễn Hữu Thọ, Nhà Bè, HCM",can_ho_chung_cu,6 tỷ,80 m²,2,,,Hồ Chí Minh,,xã Nhà Bè,,08/09/2026,Ngọc Tuyền,batdongsan.com.vn,,,"Bán CC 2PN, 2WC chỉ với 6 tỷ tại Essensia Sky, Nguyễn Hữu Thọ, Nhà Bè, HCM 6 tỷ · 80 m² · 75 tr/m² · 2 · 2 H. Nhà Bè (X. Nhà Bè mới) Căn hộ chung cư 2PN, 2WC siêu chất tại Essensia Sky, đường Nguyễn Hữu Thọ, xã Nhà Bè, Hồ Chí Minh - huyện Nhà Bè, Hồ Chí Minh cũ, với diện tích 80m², giá chỉ 6 tỷ VND. Không gian sống thoáng đãng, hiện đại, rất phù hợp cho những ai muốn tận hưởng cuộc sống tiện nghi. Phong thủy tốt, giúp mang lại tài lộc cho gia chủ.Tiện ích xung quanh: Bệnh viện đa khoa Nhà Bè, siêu thị Bách Hóa Xanh Lê Văn Lương, cửa hàng Winmart+ B2 Hoàng Anh Gold House, mầm n... Ngọc Tuyền Đăng 1 tuần trước",,08/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huu-tho-xa-phuoc-kieng-essensia-sky/ban-cc-2pn-2wc-chi-voi-6-ty-tai-nha-be-hcm-pr45991715
46263204,Chính chủ gửi bán GẤP căn 3 phòng ngủ 115m2 giá siêu tốt tại ESSENSIA SKY,can_ho_chung_cu,"8,6 tỷ",119 m²,3,,,,,,,08/09/2026,,batdongsan.com.vn,,,"Chính chủ gửi bán GẤP căn 3 phòng ngủ 115m2 giá siêu tốt tại ESSENSIA SKY 8,6 tỷ · 119 m² · 72,27 tr/m² · 3 · 2 H. Nhà Bè (X. Nhà Bè mới) ESSENSIA SKYCHÍNH CHỦ GỬI BÁN CĂN 3 PHÒNG NGỦ Diện tích 119m² 3PN-2WC View ĐB, tầng thấp Giá: 8tỷ6 (allin, ko bao gồm 2% phí bảo trì) Pháp lý: HDMB Tháng 10 nhận nhàAnh/chị quan tâm liên hệ 0931 827 *** Ms Vy để biết thêm thông tin!! Đăng 1 tuần trước",,08/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huu-tho-xa-phuoc-kieng-essensia-sky/chinh-chu-gui-ban-gap-3-phong-ngu-115m2-gia-sieu-tot-tai-sky-pr46263204
43152695,Bán căn Essensia Sky 75m² view Đông Nam trần cao 4.2m giá 5.6x tỷ,can_ho_chung_cu,"5,68 tỷ",75m²,,,Đông Nam,,,,,08/09/2026,Nguyễn Ngọc,batdongsan.com.vn,,,"Bán căn Essensia Sky 75m² view Đông Nam trần cao 4.2m giá 5.6x tỷ 5,68 tỷ · 75 m² · 75,73 tr/m² · 2 · 2 H. Nhà Bè (X. Nhà Bè mới) Em mua đợt 1 - Essensia Sky lựa để ở nên vị trí cực đẹp nhưng nay kẹt nên bán lại - Vị trí: Nguyễn Hữu Thọ, Phước Kiển, Nhà Bè cách Phú Mỹ Hưng 2 km. - DT: 75m² tầng cao view Đông Nam trần cao 4.2m giá 5.6x tỷ có VAT. - Chính sách thanh toán trả chậm - Giao nhà tháng 10/2026 LH 0934 002 *** Ms Giao Zalo - phòng chuyển nhượng CĐT Phú Long. Nguyễn Ngọc Đăng 1 tuần trước",,08/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huu-tho-xa-phuoc-kieng-essensia-sky/chinh-chu-ket-tien-ban-2-mua-gia-dot-1-re-hon-thi-truong-1-ty-can-pr43152695
46238850,Chính chủ cần bán gấp căn hộ Carillon 7 với 2 phòng ngủ,can_ho_chung_cu,"3,9 tỷ",68 m²,,,,,,P. Phú Thạnh mới,Sổ hồng,08/09/2026,,batdongsan.com.vn,,,"Chính chủ cần bán gấp căn hộ Carillon 7 với 2 phòng ngủ 3,9 tỷ · 68 m² · 57,35 tr/m² · 2 · 1 Q. Tân Phú (P. Phú Thạnh mới) Chính chủ bán gấp căn hộ Carillon 7 với 2 phòng ngủ Ở đây tiện ích đầy đủ, sống rất thích. Tuy nhiên, do gia đình có nhu cầu chuyển lên 3 phòng ngủ nên bán. Sổ hồng có sẵn, mong gặp khách thiện chí. Đăng 1 tuần trước",,08/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-luong-minh-nguyet-phuong-tan-thoi-hoa-carillon-7/chinh-chu-ban-gap-carilon-7-voi-2-phong-ngu-pr46238850
46250657,Chính chủ bán gấp căn Carillon 7: với 2 phòng ngủ rộng rãi,can_ho_chung_cu,"3,75 tỷ",68 m²,,,,,,P. Phú Thạnh mới,,08/09/2026,,batdongsan.com.vn,,,"Chính chủ bán gấp căn Carillon 7: với 2 phòng ngủ rộng rãi 3,75 tỷ · 68 m² · 55,15 tr/m² · 2 · 1 Q. Tân Phú (P. Phú Thạnh mới) Sắp định cư vào tháng 12 nên cần bán gấp Căn hộ tôi đang ở được gìn giữ sạch sẽ Tôi rất thích ở đây vì có: siêu thị, hồ bơi, khu ăn uống, khuôn viên gió mát Đăng 1 tuần trước",,08/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-luong-minh-nguyet-phuong-tan-thoi-hoa-carillon-7/chinh-chu-ban-gap-carilon-7-voi-2-phong-ngu-rong-rai-pr46250657
44339329,"Bán căn hộ Carillon 7, Tân Phú, gần Đầm Sen, sổ hồng, 66m2 - 2PN - 1WC, giá rẻ hơn thị trường 300tr",can_ho_chung_cu,"3,8 tỷ",66 m²,2,,,,,P. Phú Thạnh mới,sổ hồng,08/09/2026,,batdongsan.com.vn,,,"Bán căn hộ Carillon 7, Tân Phú, gần Đầm Sen, sổ hồng, 66m2 - 2PN - 1WC, giá rẻ hơn thị trường 300tr 3,8 tỷ · 66 m² · 57,58 tr/m² · 2 · 1 Q. Tân Phú (P. Phú Thạnh mới) Bán căn hộ Carillon 7, quận Tân Phú, 66m² 2PN - 1 WC sổ hồng, giá tham khảo tốt trong khu vực.Vị trí: Carillon 7, Quận Tân Phú khu dân cư cao cấp, giao thông thuận tiện.DT: 66m² 2PN - 1WC, không gian rộng rãi, có ban công thoáng mát.Giá bán: 3,8 tỷ (còn thương lượng). Giá tham khảo tốt trong khu vực, rẻ hơn thị trường 300tr.Tiện ích: Hồ bơi, siêu thị, an ninh 24/7.Pháp lý: Sổ hồng riêng, hỗ trợ ngân hàng.Liên hệ ngay: 0372 972 *** để xem nhà. Đăng 1 tuần trước",,08/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-luong-minh-nguyet-phuong-tan-thoi-hoa-carillon-7/ban-7-phu-gan-dam-sen-co-so-hong-66m2-2pn-1wc-ntcb-view-dep-thoang-mat-pr44339329
46253416,"Tôi cần bán CARILLON 7 2PN SỔ HỒNG 3,75 tỷ",can_ho_chung_cu,"3,75 tỷ",68 m²,2,,,,,P. Phú Thạnh mới,SỔ HỒNG,08/09/2026,,batdongsan.com.vn,,,"Tôi cần bán CARILLON 7 2PN SỔ HỒNG 3,75 tỷ 3,75 tỷ · 68 m² · 55,15 tr/m² · 2 · 1 Q. Tân Phú (P. Phú Thạnh mới) Tôi cần bán CARILLON 7 2PN SỔ HỒNG Bán căn hộ Carillon 7 diện tích 68m², gồm 2 phòng ngủ, 1 WC. Nội thất cơ bản, tình trạng nhà tốt. Sổ hồng đầy đủ Giá bán: có thương lượng Khu dân cư có hồ bơi, siêu thị, cà phê, spa Khuôn viên cây xanh, không gian sống thuận tiện Căn hộ phù hợp mua ở lâu dài hoặc giữ tài sản Đăng 1 tuần trước",,08/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-luong-minh-nguyet-phuong-tan-thoi-hoa-carillon-7/toi-ban-7-2pn-so-hong-3-79-ty-pr46253416
46259742,Chính chủ bán gấp Carillon 7 với 2 phòng ngủ,can_ho_chung_cu,"3,75 tỷ",68 m²,,,,,,P. Phú Thạnh mới,,08/09/2026,,batdongsan.com.vn,,,"Chính chủ bán gấp Carillon 7 với 2 phòng ngủ 3,75 tỷ · 68 m² · 55,15 tr/m² · 2 · 1 Q. Tân Phú (P. Phú Thạnh mới) Căn hộ rộng rãi tôi sống ở đây rất thích. Nay nhà có việc cần bán đi. Mong gặp khách thiện chí. Đăng 1 tuần trước",,08/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-luong-minh-nguyet-phuong-tan-thoi-hoa-carillon-7/chinh-chu-ban-gap-carilon-7-voi-2-phong-ngu-pr46259742
46247483,Căn 2PN 71m2 - View 3/2 - Giá 7.1 tỷ gồm VAT,can_ho_chung_cu,7.1 tỷ,71 m²,2,,Đông Nam,,Quận 11 (P. Phú Thọ mới),P. Phú Thọ mới,,08/09/2026,Minh Dương - PKD Phú Long,batdongsan.com.vn,Quận 11 (P. Phú Thọ mới),,"Căn 2PN 71m2 - View 3/2 - Giá 7.1 tỷ gồm VAT 7,1 tỷ · 71 m² · 100 tr/m² · 2 · 2 Quận 11 (P. Phú Thọ mới) Căn 2PN 71m² - View 3/2 - Giá 7.1 tỷ gồm VATBan công hướng Đông Nam dành cho khách ở hợp hướng phong thuỷMinh Dương 0932 028 *** minhduong.novaland@gmail.com Minh Dương - PKD Phú Long Đăng 1 tuần trước",,08/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-3-2-2-phuong-15-4-the-park-avenue/2pn-71m2-view-3-2-gia-7-1-ty-gom-vat-pr46247483
46261306,"Bán CC tại The Park Avenue, 6,5 tỷ, 66,3m2, 2PN, 2WC, giá cực chất",can_ho_chung_cu,"6,5 tỷ","66,3 m²",2,,,,Quận 11 (P. Phú Thọ mới),P. Phú Thọ mới,,08/09/2026,Kiều Loan,batdongsan.com.vn,Quận 11 (P. Phú Thọ mới),,"Bán CC tại The Park Avenue, 6,5 tỷ, 66,3m2, 2PN, 2WC, giá cực chất 6,5 tỷ · 66,3 m² · 98,04 tr/m² · 2 · 2 Quận 11 (P. Phú Thọ mới) Hot deal dự án căn hộ.Căn hộ 2PN. Diện tích: 66.26 m². Giá bán: 6.500 tỷ (Đã bao gồm VAT). Thanh toán: 6.350 tỷ. Tình trạng bàn giao: Tháng 05/2028 (+ / - 6 tháng).Vị trí mặt tiền đường 3 Tháng 2, trung tâm Quận 11.Nổi bật với phong thủy tốt, căn hộ này không chỉ mang lại không gian sống lý tưởng mà còn giúp tăng cường tài lộc cho gia chủ. Nội thất đầy đủ, chỉ việc dọn vào ở ngay. Không cần phải mất thời gian sửa sang hay trang trí gì thêm!Chi ti... Kiều Loan Đăng 1 tuần trước",,08/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-3-2-2-phuong-15-4-the-park-avenue/ban-cc-tai-6-5-ty-66-3m2-2pn-2wc-gia-cuc-chat-pr46261306
46252294,"Cần bán Hưng Phúc nhà mới view biệt thự, ô xe hơi, sẵn HĐ thuê, giá tốt hiện tại: 0932 026 *** Giang",can_ho_chung_cu,"7,5 tỷ",78 m²,2,,,Hồ Chí Minh,Quận 7 (P. Tân Mỹ mới),P. Tân Mỹ mới,Sổ hồng,08/09/2026,TRẦN MINH GIANG,batdongsan.com.vn,Quận 7 (P. Tân Mỹ mới),,"Cần bán Hưng Phúc nhà mới view biệt thự, ô xe hơi, sẵn HĐ thuê, giá tốt hiện tại: 0932 026 *** Giang 7,5 tỷ · 78 m² · 96,15 tr/m² · 2 · 2 Quận 7 (P. Tân Mỹ mới) Căn hộ chung cư đang được bán tại Chung cư Hưng Phúc, Phường Tân Mỹ, Hồ Chí Minh (cũ: Quận 7, Hồ Chí Minh) với thiết kế hiện đại và tiện nghi đầy đủ, mang lại không gian sống lý tưởng cho gia đình. Căn hộ có diện tích 78 m², bao gồm 2 phòng ngủ và 2 toilet, rất phù hợp cho nhu cầu sinh hoạt của các hộ gia đình. + Diện tích 78 m², 2PN, 2WC, không gian thoáng đãng. + Nội thất đầy đủ đẹp, chỉ việc dọn vào ở. + Lầu trung view thoáng mát. + Sổ hồng tr... TRẦN MINH GIANG Đăng 1 tuần trước",,08/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tan-phu-19-chung-cu-hung-phuc/ban-nha-moi-view-biet-thu-o-xe-hoi-san-hd-thue-gia-tot-hien-tai-giang-pr46252294
46197779,"Bán căn hộ Hưng Phúc Residence, view biệt thự, 3PN, 2WC, NTDD đẹp, 97m2. Giá bán 9,3 tỷ",can_ho_chung_cu,"9,3 tỷ",97 m²,3,,,,Quận 7 (P. Tân Mỹ mới),P. Tân Mỹ mới,,08/09/2026,,batdongsan.com.vn,Quận 7 (P. Tân Mỹ mới),,"Bán căn hộ Hưng Phúc Residence, view biệt thự, 3PN, 2WC, NTDD đẹp, 97m2. Giá bán 9,3 tỷ 9,3 tỷ · 97 m² · 95,88 tr/m² · 3 · 2 Quận 7 (P. Tân Mỹ mới) Bán căn hộ 3 phòng ngủ, 2 WC, diện tích 97m² tại Hưng Phúc Residence dự án cao cấp của Phú Mỹ Hưng, tọa lạc mặt tiền đường Nguyễn Lương Bằng, phường Tân Phú, Quận 7.View thoáng, nhìn ra khu biệt thự Chateau sang trọng và không gian xanh. Nhà mới sạch sẽ nội thất đầy đủ, sẵn sàng dọn vào ở ngay. Có ô đậu xe hơi miễn phí. Vị trí đắc địa: Kết nối trực tiếp The Crescent, Crescent Mall, khu Thương mại Tài chính Quốc tế, trường quốc tế (Nhật, Hàn, Đài ... Đăng 1 tuần trước",,08/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-chung-cu-hung-phuc/ban-residence-view-biet-thu-3pn-2wc-ntdd-ep-97m2-gia-ban-9-3-ty-pr46197779
46256331,"Bán căn hộ Hưng Phúc 2PN 78m2 view biệt thự 7,5 tỷ sổ hồng, có ô xe LH Lan 0906 743 ***",can_ho_chung_cu,"7,5 tỷ",78 m²,2,,,,Quận 7 (P. Tân Mỹ mới),P. Tân Mỹ mới,sổ hồng,08/09/2026,Võ Ngọc Lan,batdongsan.com.vn,Quận 7 (P. Tân Mỹ mới),,"Bán căn hộ Hưng Phúc 2PN 78m2 view biệt thự 7,5 tỷ sổ hồng, có ô xe LH Lan 0906 743 *** 7,5 tỷ · 78 m² · 96,15 tr/m² · 2 · 2 Quận 7 (P. Tân Mỹ mới) Bán căn hộ Hưng Phúc 2PN | 78m | Ô xe hầmHappy Residence Phú Mỹ Hưng, P. Tân Mỹ, Quận 7Diện tích: 78m² Thiết kế: 2 phòng ngủ, 2 WC Nhà mới đẹp, nội thất đầy đủ, có ô xe Không gian rộng rãi, thoáng mát, phù hợp gia đình Giá bán: 7,5 tỷ thương lượng ( Sổ hồng, Sẵn HDT )Tiện ích nội khu: Hồ bơi, khu vui chơi trẻ em, phòng gym Công viên, khuôn viên xanh, đường dạo bộ An ninh 24/7, bảo vệ chuyên nghiệp Siêu thị, cửa hàng và các dịch vụ tiện ích ngay k... Võ Ngọc Lan Đăng 1 tuần trước",,08/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tan-phu-19-chung-cu-hung-phuc/ban-2pn-78m2-view-biet-thu-7-5-ty-so-hong-co-o-xe-lh-lan-pr46256331
46209528,"Bán căn hộ 3PN, 2WC, 98m2 có ô xe sổ hồng tại Chung cư Hưng Phúc, Tân Phú, Q7, TP.HCM, giá 9,3 tỷ",can_ho_chung_cu,"9,3 tỷ",98 m²,3,,Đông,Hồ Chí Minh,Quận 7 (P. Tân Mỹ mới),P. Tân Mỹ mới,sổ hồng,08/09/2026,Trần Ngọc Đông,batdongsan.com.vn,Quận 7 (P. Tân Mỹ mới),,"Bán căn hộ 3PN, 2WC, 98m2 có ô xe sổ hồng tại Chung cư Hưng Phúc, Tân Phú, Q7, TP.HCM, giá 9,3 tỷ 9,3 tỷ · 98 m² · 94,9 tr/m² · 3 · 2 Quận 7 (P. Tân Mỹ mới) Căn hộ chung cư Hưng Phúc tọa lạc tại Chung cư Hưng Phúc, phường Tân Mỹ, Hồ Chí Minh (quận 7, Hồ Chí Minh cũ), là một lựa chọn lý tưởng cho những ai đang tìm kiếm không gian sống tiện nghi và hiện đại với nhiều tiện ích.+ Diện tích rộng rãi 98m², thiết kế 3 phòng ngủ và 2 toilet. + Nội thất mới cao cấp, mang lại cảm giác sang trọng và thoải mái. + Pháp lý đầy đủ, đảm bảo an toàn và minh bạch cho người mua. + Khu vực yên tĩnh, thích hợp cho gia đì... Trần Ngọc Đông Đăng 1 tuần trước",,08/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tan-phu-19-chung-cu-hung-phuc/ban-3pn-2wc-98m2-co-o-xe-so-hong-tai-q7-tp-hcm-gia-9-3-ty-pr46209528
43175995,"Cần bán gấp căn hộ Hưng Phúc, view sông, diện tích 98m2 giá rẻ 8,5 tỷ thương lượng. Lh: 0946 956 ***",can_ho_chung_cu,"8,5 tỷ",98 m²,,,,,Quận 7 (P. Tân Mỹ mới),P. Tân Mỹ mới,Sổ hồng,08/09/2026,Hoàng Phúc,batdongsan.com.vn,Quận 7 (P. Tân Mỹ mới),,"Cần bán gấp căn hộ Hưng Phúc, view sông, diện tích 98m2 giá rẻ 8,5 tỷ thương lượng. Lh: 0946 956 *** 8,5 tỷ · 98 m² · 86,74 tr/m² · 3 · 2 Quận 7 (P. Tân Mỹ mới) - Cần bán gấp căn hộ Hưng Phúc 1, Phú Mỹ Hưng. Kế trường học Quốc tế Royal, Đinh Thiện Lý, SSIS, Canada, ĐH RMIT, ĐH Tôn Đức Thắng,... - Pháp lý: Sổ hồng công chứng nhanh. - Nội thất: Đầy đủ, cao cấp. - Giá: 8,5 tỷ, thương lượng. - Diện tích: 98 m² full nội thất. - Số phòng ngủ: 3. - Số toilet: 2. - Căn hộ nằm trong khu vực yên tĩnh, an ninh, tiện ích đầy đủ gồm hồ bơi, phòng gym, khuôn viên công viên đi bộ, sân tập golf.. - Thiết kế hiện đại, kh... Hoàng Phúc Đăng 1 tuần trước",,08/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tan-phu-19-chung-cu-hung-phuc/ban-gap-view-song-dien-tich-98m2-gia-re-8-ty-thuong-luong-lh-pr43175995
44873424,"Bán căn hộ Hưng Phúc, diện tích 78 m2, 2PN giá 6.9 tỷ. LH: 0912 370 ***",can_ho_chung_cu,6.9 tỷ,78 m²,2,,,Hồ Chí Minh,Quận 7 (P. Tân Mỹ mới),P. Tân Mỹ mới,,08/09/2026,Trần Thị Thêu,batdongsan.com.vn,Quận 7 (P. Tân Mỹ mới),,"Bán căn hộ Hưng Phúc, diện tích 78 m2, 2PN giá 6.9 tỷ. LH: 0912 370 *** 6,9 tỷ · 78 m² · 88,46 tr/m² · 2 · 2 Quận 7 (P. Tân Mỹ mới) Cần bán căn hộ cao cấp tại dự án Hưng Phúc (Happy Residence), P. Tân Phú, Quận 7, TP. Hồ Chí Minh. * Vị trí: Nằm ở trung tâm Phú Mỹ Hưng, Phường Tân Phú, Quận 7, TP. HCM. * Layout: Kiểu căn hộ diện tích 78 m², 2 phòng ngủ, 2 WC. * Giá bán: 6.9 tỷ. * Tiện ích: - Hồ bơi trong nhà riêng biệt, khu vui chơi trẻ em, spa, phòng tập gym, phòng hội thảo cho khách bàn luận, không gian ăn uống, BBQ cùng gia đình và bạn bè... * Khu chung cư cao cấp của Phú M... Trần Thị Thêu Đăng 1 tuần trước",,08/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tan-phu-19-chung-cu-hung-phuc/ban-dien-tich-98-m2-3pn-gia-8-7-ty-lh-pr44873424
46268590,"Cần bán gấp chung cư Hưng Phúc Mặt tiền Nguyễn Lương Bằng, nhà thô chỉ 6tỷ2/căn 2PN",can_ho_chung_cu,6 tỷ,"71,79 m²",2,,,,Quận 7 (P. Tân Mỹ mới),P. Tân Mỹ mới,,08/09/2026,,batdongsan.com.vn,Quận 7 (P. Tân Mỹ mới),,"Cần bán gấp chung cư Hưng Phúc Mặt tiền Nguyễn Lương Bằng, nhà thô chỉ 6tỷ2/căn 2PN 6 tỷ · 71,79 m² · 83,58 tr/m² · 2 Quận 7 (P. Tân Mỹ mới) Cần bán gấp chung cư Hưng Phúc mặt tiền Nguyễn Lương Bằng, Phú Mỹ Hưng Quận 7, nhà Thô dễ hoàn thiện, chủ nhà cần bán gấp nên bán giá cực tốt cho khách mua ở hay đầu tư. - Loại phòng ngủ 2PN. - Diện tích: 71.79m² sử dụng.. - Giá bán: 6tỷ2còn thương lượng cho người thiện chí. - Kết cấu; nhà thô lên dễ hoàn thiện theo nhu cầu. - Anh chị quan tâm mua ở hay đầu tư đều tốt. - Hiện những căn đã hoàn hiện có nội thất giá từ 7ty5 - 8ty/căn 2pn.. - Căn nà... Đăng 1 tuần trước",,08/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-chung-cu-hung-phuc/ban-gap-nha-tho-tang-cao-view-thoang-gia-sieu-tot-chi-6ty-2pn-pr46268590
